0	0	5
1	1	5
2	2	5
3	3	5
4	0	5
5	4	5
6	5	5
7	6	5
8	7	5
9	8	1
10	9	5
11	10	5
12	11	5
13	12	5
14	13	4
15	2	5
16	14	5
17	15	5
18	16	5
19	12	5
20	17	4
21	7	5
22	3	5
23	18	5
24	19	5
25	0	5
26	10	4
27	7	5
28	20	5
29	17	5
30	6	4
31	21	5
32	17	4
33	22	5
34	23	5
35	24	5
36	25	5
37	22	5
38	9	5
39	3	4
40	5	5
41	26	5
42	4	5
43	27	5
44	2	4
45	28	5
46	29	3
47	30	5
48	9	5
49	13	5
50	31	5
51	32	4
52	15	4
53	1	5
54	18	5
55	33	5
56	8	5
57	20	4
58	33	5
59	30	3
60	31	5
61	25	5
62	34	5
63	35	5
64	31	4
65	36	5
66	37	5
67	5	5
68	5	5
69	38	3
70	7	5
71	16	5
72	39	1
73	0	5
74	1	3
75	35	5
76	12	5
77	17	5
17	4	5
78	17	5
79	7	5
80	19	5
81	12	5
82	9	5
83	17	5
84	19	5
8	8	5
21	8	5
85	10	5
86	10	5
87	2	4
74	37	3
88	6	4
89	5	5
90	40	5
91	4	4
84	40	5
92	23	4
93	20	5
94	17	4
95	2	5
96	41	4
97	15	5
98	25	5
99	27	5
100	24	3
30	21	4
101	16	5
102	33	5
103	25	5
104	3	5
105	34	5
106	33	5
107	42	5
108	15	5
109	14	5
110	3	5
111	2	5
112	12	5
113	27	5
114	3	5
92	22	4
27	8	5
59	40	3
115	5	5
116	9	4
117	36	5
118	23	5
119	0	5
120	27	5
121	1	5
122	10	5
123	16	5
124	9	4
125	18	4
126	38	5
127	29	5
128	33	4
129	42	2
130	27	5
131	6	5
63	8	5
132	2	5
133	17	5
134	22	5
135	15	4
136	43	5
100	3	4
137	12	5
138	9	4
139	25	5
140	16	5
141	42	5
142	23	5
143	29	2
144	12	5
145	14	5
146	7	5
147	36	5
104	24	5
24	40	5
142	22	5
148	40	3
149	36	5
52	4	4
150	29	1
151	1	5
152	2	5
153	27	5
154	34	5
155	23	5
156	44	5
157	23	3
158	35	3
159	5	5
160	30	5
161	13	4
162	0	3
163	8	5
164	34	4
53	37	5
165	34	3
22	24	5
166	15	5
167	30	3
25	42	5
47	40	5
168	37	5
169	31	4
170	5	4
171	40	5
0	42	5
82	13	5
91	15	4
172	2	5
173	41	5
174	41	4
175	27	4
176	0	5
177	16	5
178	33	5
179	9	5
134	23	5
180	16	4
181	40	5
182	27	5
183	9	4
184	31	5
185	38	4
186	45	5
138	13	4
187	13	4
108	4	5
188	9	3
189	2	5
190	5	3
73	42	5
191	27	5
192	2	5
193	24	5
1	37	5
194	21	5
195	10	5
116	13	4
157	12	3
196	46	4
128	5	4
197	23	5
146	8	5
198	18	5
199	0	5
200	19	5
4	42	5
201	31	5
202	23	5
203	15	5
204	14	5
205	30	3
206	41	3
207	9	4
208	27	4
209	27	5
119	42	5
210	5	5
211	1	5
169	38	4
212	20	4
135	4	4
9	7	1
213	2	1
214	20	5
215	29	5
216	5	1
217	24	5
31	6	5
218	0	5
219	14	5
220	1	5
221	18	4
222	38	5
223	25	5
224	27	5
202	22	5
225	13	5
226	2	5
227	30	5
46	17	3
70	35	5
228	17	5
229	43	4
230	45	4
34	22	5
5	15	5
199	42	5
231	5	4
27	35	5
232	27	5
233	27	5
234	25	5
235	24	5
236	18	5
8	35	5
237	16	5
238	33	5
239	2	5
240	10	5
241	10	5
242	20	5
243	24	5
244	33	4
245	16	5
246	5	5
56	7	5
146	35	5
243	3	5
247	11	4
168	1	5
248	41	5
75	8	5
29	29	5
197	12	5
249	25	5
250	11	4
181	19	5
171	19	5
42	15	5
67	33	5
218	42	5
251	37	4
252	2	5
253	41	5
254	1	5
70	8	5
255	27	5
256	41	5
162	42	3
257	6	5
40	33	5
205	7	3
258	9	5
259	37	3
260	4	4
261	14	2
262	34	5
263	21	5
141	22	5
6	33	5
264	36	5
265	6	4
266	17	5
204	16	5
136	3	4
267	41	5
268	25	4
269	2	5
270	6	4
271	16	5
272	17	5
273	25	5
167	40	3
274	14	5
160	8	5
275	29	5
276	19	5
277	15	5
278	26	4
279	2	5
280	36	5
281	36	5
282	25	5
283	11	5
94	29	4
161	9	4
215	17	5
186	27	5
160	40	5
284	15	4
285	3	4
286	25	5
287	33	5
288	47	4
289	15	5
167	8	3
290	17	5
291	14	4
292	25	4
293	35	5
294	8	5
295	3	5
296	13	5
297	15	4
114	24	5
298	34	5
299	34	5
300	13	5
301	10	5
163	30	5
302	12	5
303	18	4
176	42	5
304	36	5
124	13	4
305	9	5
193	3	5
137	23	5
306	1	5
307	18	5
308	38	5
309	1	3
129	22	2
310	20	5
211	37	5
311	17	5
155	12	5
118	12	5
312	27	5
313	35	5
314	3	4
315	27	5
316	4	4
317	2	5
318	20	5
319	18	4
320	0	5
321	16	5
314	24	4
121	37	5
322	37	5
323	11	5
324	34	5
126	31	5
50	38	5
325	12	5
326	2	5
327	37	3
328	20	5
37	42	5
329	3	5
330	34	5
146	30	5
331	20	5
332	20	4
333	24	5
334	10	5
335	42	4
263	5	5
336	10	5
337	5	5
246	6	5
148	19	3
338	38	5
329	24	5
339	12	5
340	13	4
112	23	5
260	15	4
341	8	4
342	18	5
343	0	5
344	1	5
345	2	5
346	0	5
347	10	5
348	11	4
349	20	5
350	29	5
351	20	5
352	10	5
353	3	5
354	16	5
355	37	5
356	4	2
357	36	5
276	40	5
13	23	5
358	10	5
359	0	5
360	4	5
361	29	4
362	48	1
363	41	5
19	23	5
77	29	5
364	11	5
35	3	5
294	7	5
365	9	5
201	38	5
366	38	5
367	18	5
39	24	4
297	4	4
368	27	5
90	19	5
369	9	4
194	5	5
370	10	5
335	0	4
186	14	5
371	34	5
49	9	5
333	3	5
89	33	5
372	11	5
10	13	5
64	38	4
373	18	4
353	24	5
374	38	4
150	49	4
346	42	5
375	21	4
151	37	5
376	11	3
377	33	5
378	16	5
26	26	3
178	5	5
379	21	5
41	10	5
380	29	5
19	22	5
381	29	4
136	24	4
159	33	5
382	11	4
383	15	4
384	4	5
79	30	5
385	11	3
386	0	5
387	36	5
388	9	5
389	25	5
190	21	3
33	23	5
48	13	5
390	34	4
137	22	5
391	25	5
359	42	5
37	12	5
88	21	4
392	4	5
393	0	4
258	13	5
394	6	5
395	31	4
396	37	5
397	2	5
398	19	4
14	9	4
399	2	5
400	20	5
300	9	5
59	7	3
79	35	5
401	1	5
402	46	5
134	12	5
265	21	4
263	6	5
403	2	5
295	24	5
63	7	5
404	10	5
141	23	5
405	27	4
350	17	5
92	12	4
244	5	4
71	14	5
395	38	4
66	1	5
406	34	5
47	7	5
407	16	5
408	0	4
8	30	5
409	45	5
285	24	4
0	22	5
410	34	5
380	17	5
163	40	5
411	31	5
288	50	5
412	16	5
142	42	5
413	0	5
414	42	5
129	23	2
415	12	5
27	30	5
146	40	5
416	11	5
417	11	3
418	11	4
419	35	5
420	31	5
421	27	4
422	16	5
311	51	5
14	52	5
423	10	4
424	53	5
425	24	5
426	4	5
205	35	3
427	29	5
428	10	5
311	29	5
381	17	4
429	25	5
430	27	5
425	3	5
155	42	5
431	15	5
84	30	5
432	16	5
433	35	5
434	2	5
257	21	5
90	30	5
203	4	5
435	38	5
436	17	5
78	29	5
411	38	5
437	13	3
438	25	5
337	33	5
293	7	5
413	42	5
194	6	5
439	3	4
142	0	5
440	25	5
121	54	5
60	38	5
441	16	5
442	25	5
308	31	5
231	33	4
443	25	3
444	34	5
445	24	5
379	5	5
446	25	3
275	17	5
447	20	5
448	4	5
449	1	5
450	38	5
167	19	3
408	42	4
445	3	5
451	14	4
148	30	3
69	31	3
452	27	4
453	36	5
420	38	5
454	29	4
388	13	5
455	11	4
456	19	5
24	30	5
457	36	3
439	24	4
76	22	5
119	22	5
97	4	5
458	14	2
76	23	5
68	33	5
459	13	5
460	41	5
436	29	5
461	3	5
462	18	5
463	31	5
464	31	5
465	4	1
292	12	4
426	15	5
466	15	5
467	55	4
288	25	5
468	25	4
84	7	5
469	27	5
386	42	5
140	14	5
470	33	5
471	9	1
442	12	5
366	31	5
472	6	5
390	25	4
415	42	5
56	40	5
473	33	5
313	7	5
474	4	4
282	12	5
475	37	5
63	30	5
476	9	5
477	13	4
478	31	4
479	40	5
287	5	5
438	47	5
480	56	4
481	38	5
6	21	5
482	11	5
483	19	5
432	14	5
118	42	5
339	22	5
484	24	5
485	10	3
486	37	5
487	35	5
488	13	5
489	25	5
40	6	5
490	2	5
491	36	5
492	21	5
493	35	5
494	1	4
30	5	4
59	35	3
338	31	5
495	3	5
218	22	5
320	57	5
24	7	5
444	25	5
496	12	5
497	20	5
498	24	5
488	31	5
305	13	5
499	15	5
148	8	3
472	21	5
500	20	4
492	6	5
21	40	5
501	34	4
502	31	5
27	40	5
503	15	5
504	18	5
209	14	5
21	19	5
59	8	3
246	58	4
505	28	5
320	42	5
325	25	5
491	4	5
176	22	5
506	36	4
507	59	5
358	37	5
40	21	5
508	14	2
16	16	5
27	19	5
509	24	5
63	40	5
510	34	5
511	6	5
512	18	5
339	25	5
513	3	5
410	25	5
216	6	1
9	30	1
514	34	5
210	33	5
515	31	5
4	23	5
516	2	5
517	17	5
370	1	5
518	10	5
276	27	5
519	18	5
520	33	5
521	22	5
522	30	4
523	11	5
268	12	4
231	6	4
524	8	5
228	29	5
468	22	4
164	55	4
522	19	4
13	22	5
525	11	5
358	1	5
526	25	5
527	25	4
528	24	5
529	11	5
530	36	5
107	12	5
162	23	3
90	7	5
315	45	5
486	1	5
9	19	1
231	21	4
531	29	5
134	0	5
532	1	5
377	5	5
533	16	5
534	41	4
535	2	4
505	56	5
293	8	5
536	18	4
537	1	5
304	3	5
538	11	5
191	19	5
539	11	5
73	22	5
294	35	5
540	15	5
541	10	5
542	31	4
543	20	5
544	38	5
545	34	5
546	15	5
391	12	5
389	12	5
286	34	5
76	42	5
521	25	5
86	1	5
505	2	5
547	60	5
548	34	5
259	1	3
549	29	5
550	41	5
551	11	5
552	12	4
553	38	5
554	14	5
555	4	5
556	21	4
379	33	5
557	17	5
153	14	5
558	33	5
175	19	4
451	27	4
97	61	5
477	62	5
559	36	3
560	9	4
561	24	4
479	19	5
130	14	5
142	12	5
459	31	5
80	8	5
562	42	3
113	19	5
563	41	5
564	0	5
565	18	5
216	21	1
90	35	5
566	13	5
567	10	2
421	16	4
171	7	5
181	7	5
568	36	5
569	15	5
144	23	5
175	40	4
570	17	5
571	0	5
449	10	5
572	12	5
392	15	5
573	0	5
438	12	5
574	42	1
564	41	5
575	18	5
19	42	5
190	6	3
576	29	5
577	24	5
187	9	4
170	21	4
325	22	5
469	45	5
6	6	5
34	12	5
578	2	5
579	2	4
580	20	5
581	20	5
128	6	4
582	31	5
171	27	5
92	42	4
465	15	1
583	24	5
584	9	4
512	38	5
409	16	5
552	22	4
107	23	5
489	22	5
585	23	5
219	16	5
586	53	4
587	22	5
588	10	4
522	40	4
359	22	5
21	30	5
589	18	5
188	13	3
207	13	4
590	13	5
276	30	5
591	17	5
592	25	5
537	54	2
9	40	1
519	38	5
429	12	5
302	23	5
51	20	5
593	37	3
245	14	5
230	27	5
434	63	2
251	1	4
412	45	5
220	37	5
594	1	5
594	37	5
202	12	5
590	31	5
595	34	5
596	9	4
246	21	5
413	22	5
413	41	5
181	35	5
468	12	4
401	37	5
19	25	5
597	46	4
409	14	5
171	35	5
293	30	5
58	21	5
55	21	5
598	38	5
197	22	5
599	41	5
183	13	4
600	58	5
24	27	5
554	16	5
456	27	5
601	9	4
585	42	5
26	1	4
602	62	5
603	2	5
420	64	5
84	27	5
33	42	5
452	14	4
604	38	5
80	30	5
171	30	5
241	37	5
493	7	5
605	62	5
191	40	5
606	29	5
137	0	5
607	2	4
608	27	5
609	0	5
489	12	5
222	31	5
610	33	5
276	7	5
153	19	5
611	35	2
510	21	5
612	65	4
613	7	5
614	42	5
615	4	5
294	40	5
289	4	5
616	8	5
150	17	1
181	30	5
617	15	4
496	25	5
113	40	5
103	12	5
438	66	4
386	41	5
514	21	5
618	31	5
619	8	5
86	37	5
268	23	4
592	34	5
31	33	5
164	25	4
620	23	5
130	19	5
229	24	4
621	9	4
59	19	3
622	10	5
623	33	5
393	22	4
624	33	4
625	20	5
393	41	4
139	12	5
110	36	5
612	11	4
626	11	5
195	1	5
106	21	5
40	58	5
153	40	5
627	20	5
628	2	4
83	29	5
629	16	5
630	18	5
631	10	5
175	30	4
632	10	5
600	34	5
633	2	2
21	35	5
129	0	2
634	34	3
635	13	4
55	6	5
636	1	4
637	11	5
58	5	5
431	4	5
324	25	5
638	24	5
639	3	5
70	30	5
261	27	2
340	31	4
640	38	5
641	9	5
452	30	4
448	15	5
642	31	5
643	13	5
472	34	5
644	31	5
620	42	5
157	22	3
182	19	5
645	1	5
646	2	5
556	6	4
647	11	3
648	17	5
151	10	5
649	15	3
650	13	5
405	14	4
651	21	5
652	10	5
186	16	5
56	35	5
237	27	5
390	67	4
63	19	5
653	17	5
639	36	5
654	11	5
197	25	5
34	42	5
443	34	3
38	13	5
3	24	5
449	37	5
655	17	5
656	68	5
530	69	5
9	35	1
657	37	5
658	29	5
651	6	5
588	26	4
80	40	5
659	2	5
271	14	5
90	27	5
660	11	5
218	12	5
661	29	4
587	0	5
662	33	1
464	13	5
510	6	5
141	12	5
56	30	5
663	20	5
113	30	5
664	25	1
127	17	5
255	16	5
665	37	5
666	3	5
667	29	5
668	29	5
584	38	4
288	70	5
293	40	5
294	19	5
514	6	5
106	6	5
669	20	5
670	4	5
671	18	5
672	11	4
143	17	2
170	6	4
377	21	5
176	12	5
322	1	5
115	33	5
106	5	5
673	41	5
552	25	4
674	0	4
675	20	5
302	42	5
474	36	4
676	11	5
677	18	5
678	11	5
267	0	5
119	12	5
679	18	5
680	10	5
681	24	5
682	25	5
294	30	5
521	12	5
239	63	5
597	8	3
683	33	5
684	36	5
191	30	5
238	71	4
685	9	5
686	9	4
543	16	5
687	20	4
487	7	5
131	21	5
688	4	5
158	7	3
553	18	5
274	27	5
98	12	5
131	5	5
689	3	5
249	12	5
81	23	5
199	23	5
32	29	4
572	25	5
157	25	3
690	34	5
691	36	4
438	70	5
692	9	5
693	9	5
694	29	5
335	23	4
695	38	5
346	23	5
696	20	3
70	19	5
697	41	5
698	10	5
168	10	5
699	29	5
700	0	5
651	5	5
234	22	5
701	10	5
37	23	5
357	4	5
702	15	5
452	19	4
703	4	5
291	16	4
704	3	5
705	18	5
684	3	5
706	15	4
611	7	2
613	35	5
707	36	5
708	18	5
130	30	5
709	31	4
70	40	5
97	72	4
710	4	5
55	5	5
711	38	5
293	19	5
356	15	2
360	15	5
202	42	5
712	41	5
713	29	5
25	22	5
182	14	5
714	36	5
492	5	5
602	38	5
33	12	5
715	9	5
320	23	5
716	31	4
13	0	5
717	11	5
419	8	5
415	23	5
166	4	5
718	13	5
316	15	4
153	30	5
719	34	5
433	8	5
378	14	5
220	10	5
527	12	4
0	12	5
720	13	5
452	40	4
640	18	5
721	10	5
221	38	4
233	40	5
722	11	5
487	30	5
723	17	4
430	30	5
724	16	5
99	30	5
321	45	4
334	37	5
725	2	5
41	73	4
287	21	5
357	15	5
707	15	5
421	74	4
473	11	5
533	14	5
726	11	5
727	41	4
728	22	5
539	49	1
375	33	4
552	42	4
729	0	5
554	19	5
71	27	5
730	42	5
389	22	5
96	0	4
340	38	4
240	37	5
731	24	5
105	25	5
562	12	3
286	12	5
732	29	5
336	37	5
230	19	5
733	1	5
153	16	5
534	2	4
257	34	5
420	18	5
130	16	5
421	19	4
245	27	5
734	18	5
467	33	5
479	8	5
735	29	5
736	1	5
147	24	5
100	36	3
590	38	5
225	31	5
587	41	5
586	2	5
737	17	5
575	31	5
645	18	5
155	25	5
738	17	5
739	0	5
414	12	5
176	41	5
740	4	5
359	12	5
741	37	5
742	5	5
743	3	5
489	42	5
249	22	5
205	27	3
744	1	5
375	34	4
634	47	4
212	16	4
398	75	2
745	5	5
430	16	5
259	10	3
352	1	5
458	27	2
391	42	5
746	42	5
687	14	4
580	14	5
747	10	5
443	23	3
522	7	4
431	76	5
732	11	5
522	14	4
94	77	5
118	25	5
748	5	5
355	10	5
72	24	3
341	19	4
550	2	5
99	16	5
749	1	5
47	27	5
321	20	5
315	7	5
672	33	4
51	16	5
750	7	5
751	17	5
182	40	5
302	0	5
752	29	5
753	37	5
754	24	5
393	23	4
632	37	5
685	13	5
295	36	5
610	5	5
438	34	5
352	37	5
339	0	5
54	38	5
296	38	5
755	29	5
97	36	5
162	12	3
756	71	4
276	35	5
606	17	5
757	2	1
398	8	4
740	15	5
483	7	5
253	42	5
652	1	5
758	34	5
759	17	5
281	15	5
655	29	5
468	0	4
620	12	5
760	17	5
707	4	5
487	40	5
262	6	5
744	18	5
761	3	5
722	29	5
61	23	5
255	30	5
325	0	5
601	13	4
762	35	3
703	15	5
84	45	5
208	16	4
553	31	5
14	78	5
36	22	5
763	29	4
99	40	5
674	12	4
708	37	5
37	25	5
14	31	4
764	5	5
5	36	5
343	12	5
765	11	5
88	33	4
680	1	5
327	10	3
597	7	3
336	1	5
359	41	5
50	13	5
766	17	4
605	38	5
767	79	5
255	19	5
233	30	5
45	39	5
260	36	4
768	11	4
769	20	5
770	10	5
771	14	5
772	29	5
92	25	4
773	17	5
774	16	5
775	14	4
123	20	5
394	33	5
776	20	5
442	22	5
713	11	5
140	20	5
140	27	5
743	24	5
769	15	5
112	0	5
777	15	5
778	5	5
276	8	5
88	34	4
301	37	5
59	27	3
479	14	5
779	5	5
622	1	5
130	40	5
674	23	4
233	19	5
440	12	5
388	38	5
521	42	5
178	6	5
343	23	5
268	22	4
363	0	5
51	80	5
357	24	5
600	25	5
551	33	5
186	68	5
672	5	4
780	11	5
726	29	5
441	20	5
224	7	5
135	36	4
39	36	4
781	4	5
400	16	5
782	7	5
443	22	3
759	11	5
386	12	5
736	37	5
72	28	1
483	8	5
647	17	3
783	2	5
62	25	5
784	17	5
556	5	4
785	42	5
390	66	4
113	7	5
745	33	5
93	16	5
331	16	5
624	5	4
429	22	5
131	33	5
711	9	5
527	0	4
786	30	5
787	17	5
459	64	5
265	33	4
230	40	5
788	17	5
508	27	2
789	30	5
585	41	5
709	13	4
193	36	5
182	30	5
508	20	2
437	31	3
616	7	5
658	11	5
626	5	4
636	18	4
683	21	5
43	30	5
771	35	5
790	9	5
599	2	5
234	57	5
624	81	5
479	7	5
452	8	4
791	82	5
792	10	5
766	29	4
730	0	5
208	7	4
793	16	5
530	15	5
65	24	5
